PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 2-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,AMELIA LETICIA BUSTAMANTE ALCALDE,04/04/2021,02/06/2021,05/04/2021 08:08:18 p.m.,ACTIVO,,1044726.4,,32786.51,,2320,,,,1517.85,36624.36
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 3-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ERICK IVAN AGUNDEZ CERVANTES,04/04/2021,02/06/2021,05/04/2021 09:34:33 p.m.,ACTIVO,,988304,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 3-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,GUSTAVO HERNANDEZ VELA KAKOGUI,04/04/2021,02/06/2021,06/04/2021 10:57:46 p.m.,ACTIVO,,988304,,14460.93,,3320.73,,,,1435.87,19217.53
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,C,BAJA CALIFORNIA SUR COHERENTE,BCSC,HUGO RAMON GOMEZ LOZANO,04/04/2021,02/06/2021,05/04/2021 10:56:29 p.m.,ACTIVO,,1274854.4,,,,4912.6,,,,440.8,5353.4
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ANA LUISA GULUARTE CASTRO,04/04/2021,02/06/2021,05/04/2021 05:58:57 p.m.,ACTIVO,,1274854.4,,68603.76,,2320,,,,1852.19,72775.95
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANA LUISA GULUARTE CASTRO,04/04/2021,02/06/2021,05/04/2021 06:03:11 p.m.,ACTIVO,,1274854.4,,19900,,8000,,,,,27900
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARIA DEL ROCIO VENTURA GARCIA,04/04/2021,02/06/2021,05/04/2021 11:05:33 p.m.,ACTIVO,,1082088,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARMANDO MARTINEZ VEGA,04/04/2021,02/06/2021,05/04/2021 02:02:56 p.m.,ACTIVO,,1082088,,78506.43,,5165.35,,,,3072.13,86743.91
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ARMANDO MARTINEZ VEGA,04/04/2021,02/06/2021,05/04/2021 02:24:23 p.m.,ACTIVO,,1082088,,13532.48,,,,,,,13532.48
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 6-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ROBERTO PALACIOS OJEDA,04/04/2021,02/06/2021,05/04/2021 08:54:19 p.m.,ACTIVO,,1010800,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 6-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARTURO EUGENIO MARTINEZ VILLALOBOS,04/04/2021,02/06/2021,05/04/2021 08:24:00 p.m.,ACTIVO,,1010800,,14790.1,,3342.55,,,,1468.56,19601.21
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN MEZA GARCIA,04/04/2021,02/06/2021,06/04/2021 09:23:14 p.m.,ACTIVO,,1101908.8,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,MARIA FRANCISCA PIMENTEL CASTRO,04/04/2021,02/06/2021,06/04/2021 10:07:37 p.m.,ACTIVO,,1101908.8,,,,4457.55,,,,1600.93,6058.48
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MARIA FRANCISCA PIMENTEL CASTRO,04/04/2021,02/06/2021,06/04/2021 10:14:20 p.m.,ACTIVO,,1101908.8,,50000,,,,,,,50000
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 8-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GENOVEVA PINEDA ESTEBAN,04/04/2021,02/06/2021,05/04/2021 07:54:48 p.m.,ACTIVO,,1204448,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 8-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ESMERALDA LOPEZ HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 06:00:58 p.m.,ACTIVO,,1204448,,,,4646.79,,,,1749.9,6396.69
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 9-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUFINO ARMANDO MARTINEZ MORALES,04/04/2021,02/06/2021,06/04/2021 12:40:44 p.m.,ACTIVO,,1108475.2,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 9-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,DAMIAN VELAZQUEZ CRUZ,04/04/2021,02/06/2021,05/04/2021 11:24:03 p.m.,ACTIVO,,1108475.2,,,,2320,,,,1610.47,3930.47
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ELVIRA VALLADOLID VILLELA,04/04/2021,02/06/2021,05/04/2021 09:49:09 p.m.,ACTIVO,,861688,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARELY AMADOR ALDACO,04/04/2021,02/06/2021,05/04/2021 09:07:13 p.m.,ACTIVO,,861688,,10000,,2320,,,,1251.92,13571.92
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 11-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,HECTOR MANUEL VALDEZ VALENZUELA,04/04/2021,02/06/2021,05/04/2021 10:59:31 p.m.,ACTIVO,,811984,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 11-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,EDSON JONATHAN GALLO ZAVALA,04/04/2021,02/06/2021,05/04/2021 10:24:41 p.m.,ACTIVO,,811984,,,,2320,,,,1179.7,3499.7
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 12-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,SERGIO ULISES GARGIA COVARRUBIAS,04/04/2021,02/06/2021,06/04/2021 03:41:48 p.m.,ACTIVO,,1048313.6,,,,2320,,,,1523.06,3843.06
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 13-LORETO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,PAZ DEL ALMA OCHOA AMADOR,04/04/2021,02/06/2021,06/04/2021 09:06:24 p.m.,ACTIVO,,889169.6,,,,3529.72,,,,1291.84,4821.56
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 13-LORETO,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PAZ DEL ALMA OCHOA AMADOR,04/04/2021,02/06/2021,06/04/2021 03:12:25 p.m.,ACTIVO,,889169.6,,7067.87,,,,,,,7067.87
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 14-GUERRERO NEGRO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JENNY SARAHI HERNANDEZ CASTRO,04/04/2021,02/06/2021,05/04/2021 09:52:51 p.m.,ACTIVO,,744313.6,,,,3291.88,,,,1081.39,4373.27
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 15-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SAMANTHA ZENYAZETH YEE HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 08:24:36 p.m.,ACTIVO,,1021379,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 15-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JOSE RIGOBERTO MARES AGUILAR,04/04/2021,02/06/2021,06/04/2021 07:52:47 p.m.,ACTIVO,,1021379,,48444.88,,2320,,,,1483.93,52248.81
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 16-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,PERLA LIZETHE CASTRO PERPULI,04/04/2021,02/06/2021,06/04/2021 06:21:06 p.m.,ACTIVO,,1229497.6,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 16-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JOSE MANUEL GUEREÑA ALVAREZ,04/04/2021,02/06/2021,06/04/2021 06:49:43 p.m.,ACTIVO,,1229497.6,,,,4477.07,,,,1786.3,6263.37
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 1-COMONDU,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,ADELA GONZALEZ MORENO,04/04/2021,02/06/2021,06/04/2021 11:34:44 p.m.,ACTIVO,,1673672,,,,3480,,,,2431.62,5911.62
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 2-MULEGE,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,EDITH AGUILAR VILLAVICENCIO,04/04/2021,02/06/2021,05/04/2021 08:40:26 p.m.,ACTIVO,,1264609.6,,41366.66,,5131.26,,,,1837.31,48335.23
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 3-LA PAZ,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,RICARDO BARROSO AGRAMONT,04/04/2021,02/06/2021,06/04/2021 02:25:08 p.m.,ACTIVO,,6422152,,93969.48,,28757.38,,,,10137.87,132864.73
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 3-LA PAZ,PRESIDENTE MUNICIPAL,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,RICARDO BARROSO AGRAMONT,04/04/2021,02/06/2021,06/04/2021 02:27:56 p.m.,ACTIVO,,6422152,,,,2320,,148480,,34800,185600
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,C,BAJA CALIFORNIA SUR COHERENTE,BCSC,MANUEL ALBERTO DAVIS SMITH,04/04/2021,02/06/2021,07/04/2021 02:27:37 a.m.,ACTIVO,,6917732.8,,,,,,,,3640.39,3640.39
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,MARIA GUADALUPE SALDAÑA CISNEROS,04/04/2021,02/06/2021,07/04/2021 01:36:49 a.m.,ACTIVO,,6917732.8,,92000,,81666.08,,,,33980.62,207646.7
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,PAOLA MARGARITA COTA DAVIS,04/04/2021,02/06/2021,07/04/2021 01:14:59 a.m.,ACTIVO,,368873.6,,6750,,2821.85,,,,535.92,10107.77
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PAOLA MARGARITA COTA DAVIS,04/04/2021,02/06/2021,07/04/2021 01:17:26 a.m.,ACTIVO,,368873.6,,2932.12,,,,,,,2932.12
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELISEO FERNANDEZ MONTUFAR,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,10307.53,100000,,,,2851258.01,1808.02,2963373.56
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,NIC THE HA AGUILERA SILVA,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,,12380.65,,,,,,12380.65
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SANDRA GUADALUPE SANCHEZ DIAZ,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,,10000,3000,,41930,,,54930
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,COA,VAXCAMPECHE,PRI-PAN-PRD,CHRISTIAN MISHEL CASTRO BELLO,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,402600,,,,,3000000,,3402600
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE ALFREDO LOZOYA SANTILLAN,04/04/2021,02/06/2021,05/04/2021 03:46:57 p.m.,ACTIVO,,64616266.46,,40909.44,,314244,,317840,,,672993.44
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,LUIS CARLOS ARRIETA LAVENANT,04/04/2021,02/06/2021,05/04/2021 03:52:42 p.m.,ACTIVO,,64616266.46,,,33907.82,,,,,,33907.82
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GRACIELA ORTIZ GONZALEZ,04/04/2021,02/06/2021,05/04/2021 03:59:34 p.m.,ACTIVO,,64616266.46,,740305.85,,282020,,291044,335000,,1648369.85
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,BRENDA FRANCISCA RIOS PRIETO,04/04/2021,02/06/2021,05/04/2021 05:11:11 p.m.,ACTIVO,,64616266.46,,207399.99,10000,197205,,227303.96,541491.98,,1183400.93
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 1-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELIZABETH VAZQUEZ GARCIA,04/04/2021,02/06/2021,05/04/2021 12:18:57 a.m.,ACTIVO,,1462233.69,,10000,,1135.47,,,,,11135.47
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 1-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,LORENZO CARRILLO GONZALEZ,04/04/2021,02/06/2021,05/04/2021 09:50:59 p.m.,ACTIVO,,1462233.69,,5256.86,,,,,68757.7,133968.96,207983.52
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 1-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,IVAN UBALDO AVILA MENENDEZ,04/04/2021,02/06/2021,04/04/2021 10:50:37 p.m.,ACTIVO,,1462233.69,,,,,,10463.33,,,10463.33
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 1-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,CC,MORENA,MORENA,ALBERTO MARTINEZ URINCHO,04/04/2021,02/06/2021,10/04/2021 09:23:49 p.m.,ACTIVO,,1462233.69,,25007.47,,7395,,,,14500,46902.47
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 1-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,FACUNDO DOMINGO FUENTES LOPEZ,04/04/2021,02/06/2021,10/04/2021 05:53:19 p.m.,ACTIVO,,1462233.69,,,,13425.6,,,,10407.43,23833.03
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELDA ROSA DUARTE USCANGA,04/04/2021,02/06/2021,05/04/2021 12:18:57 a.m.,ACTIVO,,1604092.23,,32169.89,,1790.83,,,,,33960.72
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,CARLOS CASTILLO RANGEL,04/04/2021,02/06/2021,05/04/2021 09:50:59 p.m.,ACTIVO,,1604092.23,,5766.86,,84051.08,,50000,68757.7,134042.6,342618.24
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,JUAN PABLO AGUILERA MARTINEZ,04/04/2021,02/06/2021,04/04/2021 10:50:37 p.m.,ACTIVO,,1604092.23,,,,,,11478.43,,,11478.43
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,CC,MORENA,MORENA,JOSE ALBERTO BENAVIDES CASTAÑEDA,04/04/2021,02/06/2021,11/04/2021 12:19:24 a.m.,ACTIVO,,1604092.23,,26583.33,,,,,,,26583.33
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,DIEGO ORLANDO GARRIDO LOPEZ,04/04/2021,02/06/2021,08/04/2021 03:55:49 p.m.,ACTIVO,,1604092.23,,,,63916,,,,14384,78300
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 2-GUSTAVO A. MADERO,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,DIEGO ORLANDO GARRIDO LOPEZ,04/04/2021,02/06/2021,08/04/2021 03:55:49 p.m.,ACTIVO,,1604092.23,,,,14728.07,,,,11417.11,26145.18
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KARLA SARAHI ROMERO TREJO,04/04/2021,02/06/2021,05/04/2021 12:18:57 a.m.,ACTIVO,,1492266.63,,12434.15,,115.46,,,,,12549.61
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SERGIO PALACIOS TREJO,04/04/2021,02/06/2021,05/04/2021 09:50:59 p.m.,ACTIVO,,1492266.63,,28925.41,,3719.71,,,68757.7,146582.29,247985.11
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTADO LOCAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA FELISA ZAMORA GARCIA,04/04/2021,02/06/2021,04/04/2021 10:50:37 p.m.,ACTIVO,,1492266.63,,,,,,10678.24,,,10678.24
PRELO-CAM-20/21,LOCAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTADO LOCAL MR,CC,MORENA,MORENA,NANCY MARLENE NUÑEZ RESENDIZ,04/04/2021,02/06/2021,10/04/2021 09:34:22 p.m.,ACTIVO,,1492266.63,,47026,,,,,,,47026
