PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 1-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JACQUELINE LICEAGA VEGA,04/04/2021,02/06/2021,06/04/2021 04:38:27 p.m.,ACTIVO,,1225086.6,,,,,,,33755.34,,33755.34
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 1-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,EDA MARIA PALACIOS MARQUEZ,04/04/2021,02/06/2021,05/04/2021 11:11:15 p.m.,ACTIVO,,1225086.6,,53983,,4727.68,,,,1779.89,60490.57
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 2-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JEHU FERNANDO VAZQUEZ SAVIN,04/04/2021,02/06/2021,05/04/2021 09:10:28 p.m.,ACTIVO,,1044726.4,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 2-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,AMELIA LETICIA BUSTAMANTE ALCALDE,04/04/2021,02/06/2021,05/04/2021 08:08:18 p.m.,ACTIVO,,1044726.4,,60786.51,,2358.25,,,,1517.85,64662.61
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 3-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ERICK IVAN AGUNDEZ CERVANTES,04/04/2021,02/06/2021,05/04/2021 09:34:33 p.m.,ACTIVO,,988304,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 3-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,GUSTAVO HERNANDEZ VELA KAKOGUI,04/04/2021,02/06/2021,06/04/2021 10:57:46 p.m.,ACTIVO,,988304,,96360.93,,3356.92,,,,8980.87,108698.72
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,C,BAJA CALIFORNIA SUR COHERENTE,BCSC,HUGO RAMON GOMEZ LOZANO,04/04/2021,02/06/2021,05/04/2021 10:56:29 p.m.,ACTIVO,,1274854.4,,,,4912.6,,,,440.8,5353.4
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ANA LUISA GULUARTE CASTRO,04/04/2021,02/06/2021,05/04/2021 05:58:57 p.m.,ACTIVO,,1274854.4,,76203.76,,2366.68,,,,4822.19,83392.63
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 4-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANA LUISA GULUARTE CASTRO,04/04/2021,02/06/2021,05/04/2021 06:03:11 p.m.,ACTIVO,,1274854.4,,19900,,8000,,,,,27900
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA ANTONIA ABAROA CAMACHO,04/04/2021,02/06/2021,05/04/2021 02:57:14 p.m.,ACTIVO,,1082088,,,,4000,,,,2735.81,6735.81
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARIA DEL ROCIO VENTURA GARCIA,04/04/2021,02/06/2021,05/04/2021 11:05:33 p.m.,ACTIVO,,1082088,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARMANDO MARTINEZ VEGA,04/04/2021,02/06/2021,05/04/2021 02:02:56 p.m.,ACTIVO,,1082088,,78506.43,,5204.97,,,,3072.13,86783.53
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 5-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ARMANDO MARTINEZ VEGA,04/04/2021,02/06/2021,05/04/2021 02:24:23 p.m.,ACTIVO,,1082088,,13532.48,,,,,,,13532.48
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 6-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ROBERTO PALACIOS OJEDA,04/04/2021,02/06/2021,05/04/2021 08:54:19 p.m.,ACTIVO,,1010800,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 6-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARTURO EUGENIO MARTINEZ VILLALOBOS,04/04/2021,02/06/2021,05/04/2021 08:24:00 p.m.,ACTIVO,,1010800,,29388.7,,3379.56,,,,7868.56,40636.82
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 6-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ARTURO EUGENIO MARTINEZ VILLALOBOS,04/04/2021,02/06/2021,05/04/2021 08:27:02 p.m.,ACTIVO,,1010800,,33610,,,,,,,33610
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN MEZA GARCIA,04/04/2021,02/06/2021,06/04/2021 09:23:14 p.m.,ACTIVO,,1101908.8,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,MARIA FRANCISCA PIMENTEL CASTRO,04/04/2021,02/06/2021,06/04/2021 10:07:37 p.m.,ACTIVO,,1101908.8,,,,4457.55,,,,1600.93,6058.48
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 7-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,MARIA FRANCISCA PIMENTEL CASTRO,04/04/2021,02/06/2021,06/04/2021 10:14:20 p.m.,ACTIVO,,1101908.8,,50000,,41934,,,,,91934
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 8-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GENOVEVA PINEDA ESTEBAN,04/04/2021,02/06/2021,05/04/2021 07:54:48 p.m.,ACTIVO,,1204448,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 8-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ESMERALDA LOPEZ HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 06:00:58 p.m.,ACTIVO,,1204448,,,,4646.79,,,,1749.9,6396.69
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 8-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ESMERALDA LOPEZ HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 07:35:39 p.m.,ACTIVO,,1204448,,20000,,,,,,,20000
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 9-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUFINO ARMANDO MARTINEZ MORALES,04/04/2021,02/06/2021,06/04/2021 12:40:44 p.m.,ACTIVO,,1108475.2,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 9-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,DAMIAN VELAZQUEZ CRUZ,04/04/2021,02/06/2021,05/04/2021 11:24:03 p.m.,ACTIVO,,1108475.2,,25000,,4508.8,,,,1610.47,31119.27
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 9-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,DAMIAN VELAZQUEZ CRUZ,04/04/2021,02/06/2021,05/04/2021 11:26:46 p.m.,ACTIVO,,1108475.2,,34400,,,,,,,34400
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSUE ARMANDO MENDOZA RAMOS,04/04/2021,02/06/2021,05/04/2021 09:52:13 p.m.,ACTIVO,,861688,,5000.01,,4000,,,,,9000.01
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ELVIRA VALLADOLID VILLELA,04/04/2021,02/06/2021,05/04/2021 09:49:09 p.m.,ACTIVO,,861688,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,ARELY AMADOR ALDACO,04/04/2021,02/06/2021,05/04/2021 09:07:13 p.m.,ACTIVO,,861688,,10000,,7708,,,,7863.92,25571.92
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 10-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ARELY AMADOR ALDACO,04/04/2021,02/06/2021,05/04/2021 09:10:03 p.m.,ACTIVO,,861688,,26700,,,,,,,26700
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 11-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,HECTOR MANUEL VALDEZ VALENZUELA,04/04/2021,02/06/2021,05/04/2021 10:59:31 p.m.,ACTIVO,,811984,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 11-CIUDAD CONSTITUCION,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,EDSON JONATHAN GALLO ZAVALA,04/04/2021,02/06/2021,05/04/2021 10:24:41 p.m.,ACTIVO,,811984,,,,2320,,,,1179.7,3499.7
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 12-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,OLGA NOEMI GARCIA CASTRO,04/04/2021,02/06/2021,06/04/2021 01:10:31 p.m.,ACTIVO,,1048313.6,,4871,,,,,,,4871
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 12-SAN JOSE DEL CABO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,SERGIO ULISES GARGIA COVARRUBIAS,04/04/2021,02/06/2021,06/04/2021 03:41:48 p.m.,ACTIVO,,1048313.6,,,,4395.06,,,,1523.06,5918.12
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 13-LORETO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,PAZ DEL ALMA OCHOA AMADOR,04/04/2021,02/06/2021,06/04/2021 09:06:24 p.m.,ACTIVO,,889169.6,,23000,,4681.8,,,,1291.84,28973.64
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 13-LORETO,DIPUTADO LOCAL MR,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PAZ DEL ALMA OCHOA AMADOR,04/04/2021,02/06/2021,06/04/2021 03:12:25 p.m.,ACTIVO,,889169.6,,7067.87,,,,,,,7067.87
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 13-LORETO,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARCO ANTONIO VILLAVICENCIO ROSAS,04/04/2021,02/06/2021,05/04/2021 08:26:39 p.m.,ACTIVO,,889169.6,,8490.01,,,,,,499.98,8989.99
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 14-GUERRERO NEGRO,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JENNY SARAHI HERNANDEZ CASTRO,04/04/2021,02/06/2021,05/04/2021 09:52:51 p.m.,ACTIVO,,744313.6,,,,3291.88,,,,1081.39,4373.27
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 15-LA PAZ,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SAMANTHA ZENYAZETH YEE HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 08:24:36 p.m.,ACTIVO,,1021379,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 15-LA PAZ,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JOSE RIGOBERTO MARES AGUILAR,04/04/2021,02/06/2021,06/04/2021 07:52:47 p.m.,ACTIVO,,1021379,,56594.88,,2357.4,,,,1483.93,60436.21
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 16-CABO SAN LUCAS,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,PERLA LIZETHE CASTRO PERPULI,04/04/2021,02/06/2021,06/04/2021 06:21:06 p.m.,ACTIVO,,1229497.6,,,,,,,33755.31,,33755.31
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 16-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO ACCIÓN NACIONAL,PAN,JOSE MANUEL GUEREÑA ALVAREZ,04/04/2021,02/06/2021,06/04/2021 06:49:43 p.m.,ACTIVO,,1229497.6,,,,4477.07,,,,1786.3,6263.37
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Distrito 16-CABO SAN LUCAS,DIPUTADO LOCAL MR,CC,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE MANUEL GUEREÑA ALVAREZ,04/04/2021,02/06/2021,06/04/2021 06:55:29 p.m.,ACTIVO,,1229497.6,,22993.75,,,,,,,22993.75
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 1-COMONDU,PRESIDENTE MUNICIPAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADRIANA GUADALUPE RUIZ BURQUEZ,04/04/2021,02/06/2021,07/04/2021 12:16:46 a.m.,ACTIVO,,1673672,,26454.72,,,,,,,26454.72
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 1-COMONDU,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,ADELA GONZALEZ MORENO,04/04/2021,02/06/2021,06/04/2021 11:34:44 p.m.,ACTIVO,,1673672,,,,3480,,,,2961.47,6441.47
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 2-MULEGE,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,EDITH AGUILAR VILLAVICENCIO,04/04/2021,02/06/2021,05/04/2021 08:40:26 p.m.,ACTIVO,,1264609.6,,42566.66,,6769.79,,,,2246.8,51583.25
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 3-LA PAZ,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,RICARDO BARROSO AGRAMONT,04/04/2021,02/06/2021,06/04/2021 02:25:08 p.m.,ACTIVO,,6422152,,93969.48,,30855.85,,,,11752.51,136577.84
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 3-LA PAZ,PRESIDENTE MUNICIPAL,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,RICARDO BARROSO AGRAMONT,04/04/2021,02/06/2021,06/04/2021 02:27:56 p.m.,ACTIVO,,6422152,,,,2320,,148480,,34800,185600
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,C,BAJA CALIFORNIA SUR COHERENTE,BCSC,MANUEL ALBERTO DAVIS SMITH,04/04/2021,02/06/2021,07/04/2021 02:27:37 a.m.,ACTIVO,,6917732.8,,,,,,,,3640.39,3640.39
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RODRIGO EDUARDO CABEZA DE VACA RAMIREZ,04/04/2021,02/06/2021,07/04/2021 02:05:27 a.m.,ACTIVO,,6917732.8,,24454.72,29000,9280,,,,5000,67734.72
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,MARIA GUADALUPE SALDAÑA CISNEROS,04/04/2021,02/06/2021,07/04/2021 01:36:49 a.m.,ACTIVO,,6917732.8,,145553.64,,122614.64,,,,35683.28,303851.56
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 4-LOS CABOS,PRESIDENTE MUNICIPAL,CC,PARTIDO DE RENOVACIÓN SUDCALIFORNIANA,PARTIDO DE RENOVACION SUDCALIFORNIANA,MARIA GUADALUPE SALDAÑA CISNEROS,04/04/2021,02/06/2021,07/04/2021 01:49:15 a.m.,ACTIVO,,6917732.8,,,,,,,79430.32,,79430.32
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR MANUEL DELGADO VARGAS,04/04/2021,02/06/2021,07/04/2021 01:28:34 a.m.,ACTIVO,,368873.6,,,,13920,,,,,13920
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,PAOLA MARGARITA COTA DAVIS,04/04/2021,02/06/2021,07/04/2021 01:14:59 a.m.,ACTIVO,,368873.6,,9050,,2821.85,,,,1461.65,13333.5
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,CC,PARTIDO DE RENOVACIÓN SUDCALIFORNIANA,PARTIDO DE RENOVACION SUDCALIFORNIANA,PAOLA MARGARITA COTA DAVIS,04/04/2021,02/06/2021,07/04/2021 01:21:36 a.m.,ACTIVO,,368873.6,,12750,,,,,6000,,18750
PRELO-CAM-20/21,LOCAL,BAJA CALIFORNIA SUR,Municipio 5-LORETO,PRESIDENTE MUNICIPAL,CC,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PAOLA MARGARITA COTA DAVIS,04/04/2021,02/06/2021,07/04/2021 01:17:26 a.m.,ACTIVO,,368873.6,,9682.12,,,,,,,9682.12
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELISEO FERNANDEZ MONTUFAR,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,10307.53,100000,,,,2851258.01,1808.02,2963373.56
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,NIC THE HA AGUILERA SILVA,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,,12380.65,,,,,,12380.65
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SANDRA GUADALUPE SANCHEZ DIAZ,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,,10000,3000,,41930,203059.47,,257989.47
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,COA,JUNTOS HAREMOS HISTORIA EN CAMPECHE,MORENA-PT,LAYDA ELENA SANSORES SAN ROMAN,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,13200,,,,,,,13200
PRELO-CAM-20/21,LOCAL,CAMPECHE,,GOBERNADOR ESTATAL,COA,VAXCAMPECHE,PRI-PAN-PRD,CHRISTIAN MISHEL CASTRO BELLO,29/03/2021,02/06/2021,29/03/2021 05:00:38 p.m.,ACTIVO,,23616577.31,,1302600,,782000,,,3000000,,5084600
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE ALFREDO LOZOYA SANTILLAN,04/04/2021,02/06/2021,05/04/2021 03:46:57 p.m.,ACTIVO,,64616266.46,,57613.44,,335112.4,,317840,,697276,1407841.84
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,LUIS CARLOS ARRIETA LAVENANT,04/04/2021,02/06/2021,05/04/2021 03:52:42 p.m.,ACTIVO,,64616266.46,,,33907.82,,,,,,33907.82
PRELO-CAM-20/21,LOCAL,CHIHUAHUA,,GOBERNADOR ESTATAL,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,GRACIELA ORTIZ GONZALEZ,04/04/2021,02/06/2021,05/04/2021 03:59:34 p.m.,ACTIVO,,64616266.46,,740305.85,,282020,,325604,335000,,1682929.85
