PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MONICA BECERRA MORENO,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,25995.82,,147726,,132000,29999.92,98472.41,434194.15
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,LUIS ERNESTO GUTIERREZ BERDEJA,04/04/2021,02/06/2021,06/04/2021 01:05:35 a.m.,ACTIVO,,1648189,,,,,,,,11099.46,11099.46
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,VERONICA DAMARIS DIAZ RAMIREZ,04/04/2021,02/06/2021,06/04/2021 05:35:14 a.m.,ACTIVO,,1648189,,,,,,,,359.84,359.84
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROBERTO LAMAS DE ALBA,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,TEODULO NUÑEZ LEAÑOS,04/04/2021,02/06/2021,06/04/2021 05:40:38 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,MARIA FERNANDA CAMPOS ATRISTAIN,04/04/2021,02/06/2021,06/04/2021 05:36:58 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FRANCE SVETLANA FARIAS CARRILLO,04/04/2021,02/06/2021,06/04/2021 02:54:31 a.m.,ACTIVO,,1648189,,5469.26,144.96,12981.17,,0,16904.16,54613.7,90113.25
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,PAULO GONZALO MARTINEZ LOPEZ,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,30083.26,,63336,,407624,121800,54227.97,677071.23
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,SUSAN ANY MUÑOZ RODRIGUEZ,04/04/2021,02/06/2021,06/04/2021 01:05:35 a.m.,ACTIVO,,1648189,,,,,,,,11099.46,11099.46
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,DAVID PEREZ CALLEJA,04/04/2021,02/06/2021,06/04/2021 05:35:14 a.m.,ACTIVO,,1648189,,,,,,,,359.84,359.84
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LUIS FRANCISCO GERARDO PONCE MORAN,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,83600.51,,34130.11,,0,,0,117730.62
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,ANA LILIA MUÑOZ ARMENTA,04/04/2021,02/06/2021,06/04/2021 05:42:08 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 1-MEXICALI,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,DANIELA LOPEZ GUZMAN,04/04/2021,02/06/2021,06/04/2021 05:37:34 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 1-MEXICALI,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE LUIS MEJIA OJEDA,04/04/2021,02/06/2021,06/04/2021 03:32:47 a.m.,ACTIVO,,1648189,,5227.35,144.96,12981.17,,61265.4,16904.16,54613.7,151136.74
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 1-MEXICALI,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,AVELINO EDUARDO RUIZ ESQUER,04/04/2021,02/06/2021,06/04/2021 05:42:08 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 1-MEXICALI,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,HECTOR GUZMAN HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 05:43:04 a.m.,ACTIVO,,1648189,,16000,,,,178640,,,194640
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,PATRICIA SOSA CASTELLANOS,04/04/2021,02/06/2021,06/04/2021 05:36:42 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDNA PAULINA GUTIERREZ RUBALCAVA,04/04/2021,02/06/2021,06/04/2021 03:32:47 a.m.,ACTIVO,,1648189,,14687.79,144.96,18462.17,,61265.4,22704.16,56353.7,173618.18
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA TERESA BABUN VILLARREAL,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,18600,,,,232560,,,251160
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE LUIS AGUIRRE BLANCAS,04/04/2021,02/06/2021,06/04/2021 01:05:35 a.m.,ACTIVO,,1648189,,,,45240,,,,,45240
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,HORTENCIA MEZA CASTRO,04/04/2021,02/06/2021,06/04/2021 02:06:53 a.m.,ACTIVO,,1648189,365.4,,,25641.02,,,,,26006.42
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,VICTOR MANUEL SANCHEZ SAENZ,04/04/2021,02/06/2021,05/04/2021 11:35:13 p.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,LEXY YULIANA YAÑEZ LAMAS,04/04/2021,02/06/2021,06/04/2021 02:24:18 a.m.,ACTIVO,,1648189,,66182.55,,25309.37,,,58016.99,161535,311043.91
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,ROSA MARIA ACUÑA ARVIZU,04/04/2021,02/06/2021,06/04/2021 05:41:58 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 3-ENSENADA,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRA GUTIERREZ CASTRO,04/04/2021,02/06/2021,06/04/2021 05:37:34 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 3-ENSENADA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,COLUMBA DOMINGUEZ DELGADILLO,04/04/2021,02/06/2021,16/04/2021 08:07:32 p.m.,ACTIVO,,1648189,,5227.35,144.96,12981.17,,61265.4,16904.16,54613.7,151136.74
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 3-ENSENADA,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,HUGO ENRIQUE SANCHEZ VILLEGAS,04/04/2021,02/06/2021,06/04/2021 05:41:50 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 3-ENSENADA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,JHOANNA ESTHELA CHAVEZ JACINTO,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,68027.34,,,,,,64800,132827.34
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,JOSEFINA ZAVALA GARCIA,04/04/2021,02/06/2021,06/04/2021 05:38:05 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,XOCHILT DE LABRA MONREAL,04/04/2021,02/06/2021,06/04/2021 03:32:47 a.m.,ACTIVO,,1648189,,14227.34,144.96,12981.17,,61265.4,16904.16,54613.7,160136.73
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,TANIA GUADALUPE GUERRERO MENA,04/04/2021,02/06/2021,06/04/2021 02:11:33 a.m.,ACTIVO,,1648189,365.4,,,25641.02,,,,,26006.42
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,LUIS ARTURO GONZALEZ CRUZ,04/04/2021,02/06/2021,06/04/2021 02:20:25 a.m.,ACTIVO,,1648189,,66182.55,,25309.37,,38320.56,58017,161535,349364.48
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,MIRIAM SUSANA AVALOS GOVEA,04/04/2021,02/06/2021,06/04/2021 05:40:32 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 4-TIJUANA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,HORTENSIA HERNANDEZ MENDOZA,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 5-TIJUANA,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRA GOMEZ VICENCIO,04/04/2021,02/06/2021,06/04/2021 05:37:46 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 5-TIJUANA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FARAH RISK MORALES,04/04/2021,02/06/2021,06/04/2021 03:36:15 a.m.,ACTIVO,,1648189,,5227.34,144.96,12981.17,,61265.4,16904.16,54613.7,151136.73
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 5-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,REYNA SOLEDAD RODRIGUEZ BORQUEZ,04/04/2021,02/06/2021,06/04/2021 02:13:37 a.m.,ACTIVO,,1648189,365.4,,,25641.02,,,,,26006.42
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 5-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN DIEGO BERISTAIN AVILA,04/04/2021,02/06/2021,06/04/2021 02:26:23 a.m.,ACTIVO,,1648189,,75037.93,,25309.37,,41707.32,58017,161535,361606.62
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 5-TIJUANA,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,JULIO CESAR DIAZ CARRERA,04/04/2021,02/06/2021,06/04/2021 05:41:50 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DE JESUS RIVERA RAMIREZ,04/04/2021,02/06/2021,06/04/2021 05:38:11 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE FRANCISCO GUZMAN MENDEZ,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,5227.34,144.96,12981.17,,61265.4,16904.16,54613.7,151136.73
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,CESAR BENJAMIN RAMIREZ ARIAS,04/04/2021,02/06/2021,10/04/2021 12:33:32 a.m.,ACTIVO,,1648189,365.4,7000,,25641.02,,,,,33006.42
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,HUGO LEON VALLE,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,66182.55,,25309.37,,,58017,161535,311043.92
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,NUBIA PALOMARES ROMO,04/04/2021,02/06/2021,06/04/2021 05:40:20 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 7-MEXICALI,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,JANNET YOLANDA DE JESUS PERALTA GONZALEZ,04/04/2021,02/06/2021,06/04/2021 05:36:48 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 7-MEXICALI,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FELIPE DE JESUS MAYORAL MAYORAL,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,5227.34,144.96,12981.17,,61265.4,16904.16,54613.7,151136.73
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 7-MEXICALI,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,ALEJANDRA NICOLE ROMERO CORRAL,04/04/2021,02/06/2021,06/04/2021 05:41:50 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 7-MEXICALI,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,CELESTINO SALCEDO FLORES,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,JESUS ADRIANA BAEZ GERARDO,04/04/2021,02/06/2021,06/04/2021 05:37:52 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARTHA PAULETTE GALLARDO GALINDO,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,16698.03,144.96,12981.17,,61265.4,16904.16,54613.7,162607.42
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,JESUS ISMAEL MARTINEZ PEREZ,04/04/2021,02/06/2021,06/04/2021 05:40:14 a.m.,ACTIVO,,1648189,,,3493.94,,,,,,3493.94
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,IGNACIO ANAYA BARRIGUETE,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,99301.14,,,,,,,99301.14
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 1-LA PAZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RAMIRO RUIZ FLORES,04/04/2021,02/06/2021,06/04/2021 03:28:33 a.m.,ACTIVO,,1648189,,5227.34,144.96,12981.17,,,16904.16,54613.7,89871.33
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 1-LA PAZ,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,MARCO ANTONIO ALMENDARIZ PUPPO,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,65239.16,,179491.67,,,60000,102483.9,407214.73
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 2-SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,GUADALUPE MUNGUIA AVILES,04/04/2021,02/06/2021,06/04/2021 05:37:29 a.m.,ACTIVO,,1648189,,,,,,,,19115.96,19115.96
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 2-SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NORMA IGNACIA RIVERA GONZALEZ,04/04/2021,02/06/2021,06/04/2021 03:09:20 a.m.,ACTIVO,,1648189,,5227.34,144.96,12981.17,,,16904.16,54613.7,89871.33
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,LORENA DEL JESUS NOVELO RODRIGUEZ,04/04/2021,02/06/2021,06/04/2021 05:37:39 a.m.,ACTIVO,,1648189,,,,9794.53,,,,43804.01,53598.54
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIA DE MONTSERRAT VALLADARES GUZMAN,04/04/2021,02/06/2021,06/04/2021 03:22:40 a.m.,ACTIVO,,1648189,,8507.17,144.96,12981.17,,,52530.12,54613.7,128777.12
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,ANTONIO GOMEZ SAUCEDO,04/04/2021,02/06/2021,06/04/2021 02:18:15 a.m.,ACTIVO,,1648189,365.4,,,53385.22,,,,52836.97,106587.59
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,ANGELICA MARIA REYES DOMINGUEZ,04/04/2021,02/06/2021,06/04/2021 05:01:44 a.m.,ACTIVO,,1648189,,,,,,,,359.84,359.84
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ELSA JOAQUINA CASTILLO GOMEZ,04/04/2021,02/06/2021,06/04/2021 02:24:18 a.m.,ACTIVO,,1648189,,72342.55,,25309.37,,57600,116034,224099.99,495385.91
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,ANA MARTHA ESCALANTE CASTILLO,04/04/2021,02/06/2021,06/04/2021 05:43:04 a.m.,ACTIVO,,1648189,,54677.34,,15752.78,,,,103520.64,173950.76
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,ENRIQUE PASTOR CRUZ CARRANZA,04/04/2021,02/06/2021,06/04/2021 05:37:46 a.m.,ACTIVO,,1648189,,,,9794.53,,,,43804.01,53598.54
